rank,address_hex,kind,score,no_target,target_left,target_right,manual_aim,delta_left,delta_right,delta_manual,opposition,symmetry,sign_opposed,horizontal_score,left_score,right_score,manual_score
1,0x0027C368,ARM_HORIZONTAL_CANDIDATE,1399924.375,-460356.75,-125327.125,-855192.25,-72.379638671875,335029.625,-394835.5,460284.37036133,729865.125,59805.875,true,1399924.375,91583.437963867,181292.25046387,387297.85786133
2,0x0027C364,MANUAL_AIM_CANDIDATE,874406.36965942,-986258.5,-386626.75,-468552.75,-118.38034057617,599631.75,517705.75,986140.11965942,81926.0,81926.0,false,0.0,242164.86303406,119275.86303406,874406.36965942
3,0x0009B66C,ARM_RIGHT_CANDIDATE,742110.4515564,824479.9375,824479.9375,0.0,785.07806396484,0.0,-824479.9375,-823694.85943604,824479.9375,824479.9375,false,0.0,-494609.4546936,742110.4515564,741246.86568604
4,0x0009B6AC,ARM_RIGHT_CANDIDATE,742110.4515564,824479.9375,824479.9375,0.0,785.07806396484,0.0,-824479.9375,-823694.85943604,824479.9375,824479.9375,false,0.0,-494609.4546936,742110.4515564,741246.86568604
5,0x002E2F10,MANUAL_AIM_CANDIDATE,635410.6875,0.0,0.0,0.0,635410.6875,0.0,0.0,635410.6875,0.0,0.0,false,0.0,-63541.06875,-63541.06875,635410.6875
6,0x001A02C8,MANUAL_AIM_CANDIDATE,524288.1,0.0,-655360.125,-655360.125,-655360.125,-655360.125,-655360.125,-655360.125,0.0,0.0,false,0.0,262144.05,262144.05,524288.1
7,0x001A035C,MANUAL_AIM_CANDIDATE,471859.25,0.0,589824.0625,589824.0625,589824.0625,589824.0625,589824.0625,589824.0625,0.0,0.0,false,0.0,235929.625,235929.625,471859.25
8,0x003B3320,ARM_LEFT_CANDIDATE,240613.734375,0.0,240613.734375,0.0,0.0,240613.734375,0.0,0.0,240613.734375,240613.734375,false,0.0,240613.734375,-120306.8671875,-24061.3734375
9,0x003B3154,ARM_HORIZONTAL_CANDIDATE,229673.04882813,27.0,229595.640625,-7.802734375,-7.4306640625,229568.640625,-34.802734375,-34.4306640625,229603.44335938,229533.83789063,true,229673.04882813,229547.79619141,-114752.96064453,-22925.913671875
10,0x003B3158,ARM_HORIZONTAL_CANDIDATE,229559.25610352,67.0,229452.640625,9.128173828125,55.0615234375,229385.640625,-57.871826171875,-11.9384765625,229443.51245117,229327.76879883,true,229559.25610352,229355.51086426,-114636.14233398,-22932.412768555
11,0x003B311C,ARM_LEFT_CANDIDATE,229528.34375,1.0,229529.34375,1.0,1.0,229528.34375,0.0,0.0,229528.34375,229528.34375,false,0.0,229528.34375,-114764.171875,-22952.834375
12,0x003B32FC,ARM_LEFT_CANDIDATE,229311.5625,0.0,229311.5625,0.0,0.0,229311.5625,0.0,0.0,229311.5625,229311.5625,false,0.0,229311.5625,-114655.78125,-22931.15625
13,0x003B314C,ARM_LEFT_CANDIDATE,226923.5074707,100.0,229311.59375,4658.90625,13.66845703125,229211.59375,4558.90625,-86.33154296875,224652.6875,224652.6875,false,0.0,226923.5074707,-110055.5237793,-23290.718457031
14,0x003B331C,ARM_LEFT_CANDIDATE,183391.4375,0.0,-183391.4375,0.0,0.0,-183391.4375,0.0,0.0,183391.4375,183391.4375,false,0.0,183391.4375,-91695.71875,-18339.14375
15,0x002E2FAC,MANUAL_AIM_CANDIDATE,173199.6875,0.0,0.0,0.0,173199.6875,0.0,0.0,173199.6875,0.0,0.0,false,0.0,-17319.96875,-17319.96875,173199.6875
16,0x00091C4C,ARM_RIGHT_CANDIDATE,133697.20775757,-147767.375,-147767.375,785.07806396484,785.07806396484,0.0,148552.45306396,148552.45306396,148552.45306396,148552.45306396,false,0.0,-89131.471838379,133697.20775757,133697.20775757
17,0x00099A34,ARM_RIGHT_CANDIDATE,132976.2375,-147751.375,-147751.375,0.0,0.0,0.0,147751.375,147751.375,147751.375,147751.375,false,0.0,-88650.825,132976.2375,132976.2375
18,0x003B3608,ARM_HORIZONTAL_CANDIDATE,130514.953125,-208183.9375,-183394.234375,-264329.78125,-241737.140625,24789.703125,-56145.84375,-33553.203125,80935.546875,31356.140625,true,130514.953125,-6638.5390625,40395.671875,25459.6484375
19,0x00098ECC,ARM_RIGHT_CANDIDATE,127280.36293945,-147751.375,-147751.375,-6328.7495117188,-6328.7495117188,0.0,141422.62548828,141422.62548828,141422.62548828,141422.62548828,false,0.0,-84853.575292969,127280.36293945,127280.36293945
20,0x0019FB30,MANUAL_AIM_CANDIDATE,111411.2125,0.0,-139264.015625,-139264.015625,-139264.015625,-139264.015625,-139264.015625,-139264.015625,0.0,0.0,false,0.0,55705.60625,55705.60625,111411.2125
21,0x00098838,ARM_RIGHT_CANDIDATE,108302.3859375,120335.984375,120335.984375,0.0,0.0,0.0,-120335.984375,-120335.984375,120335.984375,120335.984375,false,0.0,-72201.590625,108302.3859375,108302.3859375
22,0x002E2CC4,ARM_RIGHT_CANDIDATE,62533.171041083,0.0,0.0,62533.3203125,-1.4927141666412,0.0,62533.3203125,-1.4927141666412,62533.3203125,62533.3203125,false,0.0,-31266.809427667,62533.171041083,-6251.8393170834
23,0x00032310,MANUAL_AIM_CANDIDATE,52428.799804688,13107.200195313,13107.200195313,13107.200195313,65536.0,0.0,0.0,52428.799804688,0.0,0.0,false,0.0,-5242.8799804688,-5242.8799804688,52428.799804688
24,0x0005D77C,MANUAL_AIM_CANDIDATE,46241.28125,-1510.4765625,-54.0,15.0,45029.0,1456.4765625,1525.4765625,46539.4765625,69.0,69.0,false,0.0,-3960.209375,-3856.709375,46241.28125
25,0x0005D78C,MANUAL_AIM_CANDIDATE,32796.034936523,40610.12109375,-2.6416015625,3352.0222167969,27.0,-40612.762695313,-37258.098876953,-40583.12109375,3354.6638183594,3354.6638183594,false,0.0,17925.401147461,12893.405419922,32796.034936523
26,0x000F8F38,MANUAL_AIM_CANDIDATE,32206.900863453,-39560.39453125,-3068.7673339844,-2517.0517578125,0.0033292730804533,36491.627197266,37043.342773438,39560.397860523,551.71557617188,551.71557617188,false,0.0,14013.916024495,14841.489388752,32206.900863453
27,0x000F8AD8,ARM_LEFT_CANDIDATE,31880.488574219,-20285.07421875,16480.80078125,-11444.828125,-15632.440429688,36765.875,8840.24609375,4652.6337890625,27925.62890625,27925.62890625,false,0.0,31880.488574219,-10007.954785156,92.0216796875
28,0x001052D8,ARM_LEFT_CANDIDATE,31879.543554688,-20287.2578125,16481.15625,-11439.787109375,-15635.90625,36768.4140625,8847.470703125,4651.3515625,27920.943359375,27920.943359375,false,0.0,31879.543554688,-10001.871484375,89.763085937499
29,0x00079980,ARM_LEFT_CANDIDATE,31878.323535156,20285.07421875,-16481.15625,11439.787109375,15632.440429688,-36766.23046875,-8845.287109375,-4652.6337890625,27920.943359375,27920.943359375,false,0.0,31878.323535156,-10003.091503906,91.48203125
30,0x002E30BC,MANUAL_AIM_CANDIDATE,30967.5,0.0,0.0,0.0,-30967.5,0.0,0.0,-30967.5,0.0,0.0,false,0.0,-3096.75,-3096.75,30967.5
31,0x000D2FAC,ARM_LEFT_CANDIDATE,30713.560351563,19038.904296875,-15606.057617188,11857.07421875,15634.0390625,-34644.961914063,-7181.830078125,-3404.865234375,27463.131835938,27463.131835938,false,0.0,30713.560351563,-10481.137402344,-777.81396484375
32,0x003B3118,ARM_LEFT_CANDIDATE,28619.734375,0.0,28619.734375,0.0,0.0,28619.734375,0.0,0.0,28619.734375,28619.734375,false,0.0,28619.734375,-14309.8671875,-2861.9734375
33,0x003B3150,ARM_HORIZONTAL_CANDIDATE,28300.875,77.0,28332.875,62.0,78.0,28255.875,-15.0,1.0,28270.875,28240.875,true,28300.875,28248.275,-14113.0375,-2826.0875
34,0x003B3138,ARM_LEFT_CANDIDATE,27229.91015625,-41.0,27203.91015625,-17.0,-11.0,27244.91015625,24.0,30.0,27220.91015625,27220.91015625,false,0.0,27229.91015625,-13601.455078125,-2696.891015625
35,0x0005E694,MANUAL_AIM_CANDIDATE,26079.853515625,32768.0,160.41015625,96.751953125,160.2626953125,-32607.58984375,-32671.248046875,-32607.737304688,63.658203125,63.658203125,false,0.0,13011.192089844,13106.679394531,26079.853515625
36,0x003B3170,ARM_LEFT_CANDIDATE,25564.349609375,0.0,25564.349609375,0.0,0.0,25564.349609375,0.0,0.0,25564.349609375,25564.349609375,false,0.0,25564.349609375,-12782.174804688,-2556.4349609375
37,0x003B322C,ARM_LEFT_CANDIDATE,23278.53515625,0.0,23278.53515625,0.0,0.0,23278.53515625,0.0,0.0,23278.53515625,23278.53515625,false,0.0,23278.53515625,-11639.267578125,-2327.853515625
38,0x003B31EC,ARM_LEFT_CANDIDATE,23277.53515625,1.0,23278.53515625,1.0,1.0,23277.53515625,0.0,0.0,23277.53515625,23277.53515625,false,0.0,23277.53515625,-11638.767578125,-2327.753515625
39,0x003B3414,ARM_LEFT_CANDIDATE,23277.43515625,1.0,23278.53515625,1.0,0.0,23277.53515625,0.0,-1.0,23277.53515625,23277.53515625,false,0.0,23277.43515625,-11638.867578125,-2326.753515625
40,0x003B3294,ARM_HORIZONTAL_CANDIDATE,22861.68359375,17659.6484375,1631.51953125,19937.5,17627.84375,-16028.12890625,2277.8515625,-31.8046875,18305.98046875,13750.27734375,true,22861.68359375,14886.02265625,-5739.393359375,-1798.793359375
41,0x0007996C,ARM_LEFT_CANDIDATE,21110.528710937,25862.6015625,4368.9580078125,25096.58984375,25863.69140625,-21493.643554688,-766.01171875,1.08984375,20727.631835938,20727.631835938,false,0.0,21110.528710937,-9980.9190429687,-2224.8756835938
42,0x003B32B0,ARM_HORIZONTAL_CANDIDATE,20833.103515625,0.0,20524.103515625,-103.0,0.0,20524.103515625,-103.0,0.0,20627.103515625,20421.103515625,true,20833.103515625,20472.603515625,-10159.051757813,-2062.7103515625
43,0x003B2D04,MANUAL_AIM_CANDIDATE,20593.896643066,20197.640625,18825.359375,18917.125,-661.53570556641,-1372.28125,-1280.515625,-20859.176330566,91.765625,91.765625,false,0.0,-1353.8941955566,-1491.5426330566,20593.896643066
44,0x003B30B4,ARM_HORIZONTAL_CANDIDATE,20481.111328125,19662.73046875,196.0,20000.857421875,19709.8125,-19466.73046875,338.126953125,47.08203125,19804.857421875,19128.603515625,true,20481.111328125,19292.958789063,-9399.946484375,-1933.4037109375
45,0x0006A214,MANUAL_AIM_CANDIDATE,20330.425,200896.671875,201727.984375,201727.984375,180399.984375,831.3125,831.3125,-20496.6875,0.0,0.0,false,0.0,-1634.0125,-1634.0125,20330.425
46,0x000D8ECC,MANUAL_AIM_CANDIDATE,20252.684375,-25315.85546875,0.0,0.0,0.0,25315.85546875,25315.85546875,25315.85546875,0.0,0.0,false,0.0,10126.3421875,10126.3421875,20252.684375
47,0x003B3134,ARM_LEFT_CANDIDATE,20183.501171875,-108.0,20146.201171875,12.0,-1.0,20254.201171875,120.0,107.0,20134.201171875,20134.201171875,false,0.0,20183.501171875,-10017.800585938,-1930.4201171875
48,0x0007997C,ARM_LEFT_CANDIDATE,19890.786816406,227.828125,-25566.83203125,-10382.8671875,-5757.4287109375,-25794.66015625,-10610.6953125,-5985.2568359375,15183.96484375,15183.96484375,false,0.0,19890.786816406,-2885.1604492187,2344.7212890625
49,0x003B3290,ARM_LEFT_CANDIDATE,19598.067285156,18892.314453125,-1638.9399414063,17103.78515625,18503.08984375,-20531.254394531,-1788.529296875,-389.224609375,18742.725097656,18742.725097656,false,0.0,19598.067285156,-8516.0203613281,-1842.7537597656
50,0x003B2B14,ARM_HORIZONTAL_CANDIDATE,19210.53175354,16902.072265625,-192.60401916504,17607.357421875,-107.0022354126,-17094.67628479,705.28515625,-17009.074501038,17799.96144104,16389.39112854,true,19210.53175354,15041.126256561,-9542.9604362488,15229.078356934
51,0x0005D7B4,MANUAL_AIM_CANDIDATE,18876.547341156,0.0,90.801979064941,14730.248046875,20358.65234375,90.801979064941,14730.248046875,20358.65234375,14639.44606781,14639.44606781,false,0.0,-9310.1872787476,12648.981822968,18876.547341156
52,0x0005E684,MANUAL_AIM_CANDIDATE,18401.6,23170.0,160.0,96.0,160.0,-23010.0,-23074.0,-23010.0,64.0,64.0,false,0.0,9172.0,9268.0,18401.6
53,0x003B316C,ARM_LEFT_CANDIDATE,18339.14453125,0.0,-18339.14453125,0.0,0.0,-18339.14453125,0.0,0.0,18339.14453125,18339.14453125,false,0.0,18339.14453125,-9169.572265625,-1833.914453125
54,0x003B3694,ARM_LEFT_CANDIDATE,18306.75390625,0.0,18306.75390625,0.0,0.0,18306.75390625,0.0,0.0,18306.75390625,18306.75390625,false,0.0,18306.75390625,-9153.376953125,-1830.675390625
55,0x003B3000,ARM_LEFT_CANDIDATE,18126.430023193,184.13442993164,18310.564453125,184.13442993164,184.13442993164,18126.430023193,0.0,0.0,18126.430023193,18126.430023193,false,0.0,18126.430023193,-9063.2150115967,-1812.6430023193
56,0x003B31DC,ARM_LEFT_CANDIDATE,17967.492760277,18892.314453125,-6.5294790267944,17107.509765625,18502.826171875,-18898.843932152,-1784.8046875,-389.48828125,17114.039244652,17114.039244652,false,0.0,17967.492760277,-7703.5661067009,-1678.8765807152
57,0x0007995C,ARM_LEFT_CANDIDATE,17882.229980469,11367.018554688,-9336.033203125,6252.2412109375,8732.6875,-20703.051757813,-5114.77734375,-2634.3310546875,15588.274414063,15588.274414063,false,0.0,17882.229980469,-5500.181640625,52.54814453125
58,0x003B31C0,ARM_HORIZONTAL_CANDIDATE,17586.232098222,16862.8515625,-0.57975447177887,17103.78515625,16906.86328125,-16863.431316972,240.93359375,44.01171875,17104.364910722,16622.497723222,true,17586.232098222,16738.563348222,-8195.1832366109,-1666.4247723222
59,0x0007A1D8,ARM_RIGHT_CANDIDATE,17148.055078125,0.0,0.0,19053.39453125,19053.39453125,0.0,19053.39453125,19053.39453125,19053.39453125,19053.39453125,false,0.0,-11432.03671875,17148.055078125,17148.055078125
60,0x003B317C,ARM_LEFT_CANDIDATE,16938.64486084,18892.314453125,1022.3184204102,17107.509765625,18502.826171875,-17869.996032715,-1784.8046875,-389.48828125,16085.191345215,16085.191345215,false,0.0,16938.64486084,-7189.1421569824,-1575.9917907715
61,0x0005D784,MANUAL_AIM_CANDIDATE,16694.3078125,19791.134765625,4401.0,3963.0,-25.0,-15390.134765625,-15828.134765625,-19816.134765625,438.0,438.0,false,0.0,5494.45390625,6151.45390625,16694.3078125
62,0x003B3234,ARM_LEFT_CANDIDATE,16500.138671875,0.0,-16500.138671875,0.0,0.0,-16500.138671875,0.0,0.0,16500.138671875,16500.138671875,false,0.0,16500.138671875,-8250.0693359375,-1650.0138671875
63,0x003B3238,ARM_LEFT_CANDIDATE,16479.146484375,0.0,-16479.146484375,0.0,0.0,-16479.146484375,0.0,0.0,16479.146484375,16479.146484375,false,0.0,16479.146484375,-8239.5732421875,-1647.9146484375
64,0x003B2EAC,ARM_LEFT_CANDIDATE,16186.583789063,17004.0234375,-440.564453125,14544.474609375,16721.7265625,-17444.587890625,-2459.548828125,-282.296875,14985.0390625,14985.0390625,false,0.0,16186.583789063,-6290.9748046875,-1708.116796875
65,0x003B2B24,ARM_LEFT_CANDIDATE,16168.775,0.0,17951.1796875,0.0,17824.046875,17951.1796875,0.0,17824.046875,17951.1796875,17951.1796875,false,0.0,16168.775,-10757.99453125,16028.92890625
66,0x0007A1E0,ARM_RIGHT_CANDIDATE,15850.378125,0.0,0.0,17611.53125,17611.53125,0.0,17611.53125,17611.53125,17611.53125,17611.53125,false,0.0,-10566.91875,15850.378125,15850.378125
67,0x0005D7AC,MANUAL_AIM_CANDIDATE,15709.597436523,19791.134765625,73.0,-36.103759765625,127.0,-19718.134765625,-19827.238525391,-19664.134765625,109.10375976563,109.10375976563,false,0.0,7838.1020263672,8001.7576660156,15709.597436523
68,0x003B2EF0,ARM_LEFT_CANDIDATE,15439.299867678,16494.755859375,-3.7571918964386,14394.747070313,16586.84375,-16498.513051271,-2100.0087890625,92.087890625,14398.504262209,14398.504262209,false,0.0,15439.299867678,-6158.4565256357,-1767.7642934084
69,0x0007A1AC,MANUAL_AIM_CANDIDATE,15371.202539063,0.0,18837.091796875,19081.83984375,19163.095703125,18837.091796875,19081.83984375,19163.095703125,244.748046875,244.748046875,false,0.0,7379.8623046875,7746.984375,15371.202539063
70,0x0007A180,MANUAL_AIM_CANDIDATE,15361.429296875,0.0,18806.767578125,19068.841796875,19148.990234375,18806.767578125,19068.841796875,19148.990234375,262.07421875,262.07421875,false,0.0,7357.44765625,7750.558984375,15361.429296875
71,0x001F1928,MANUAL_AIM_CANDIDATE,15234.93984375,0.0,18826.03515625,18917.203125,19009.263671875,18826.03515625,18917.203125,19009.263671875,91.16796875,91.16796875,false,0.0,7466.5072265625,7603.2591796875,15234.93984375
72,0x003B2BCC,MANUAL_AIM_CANDIDATE,15227.913085938,-1199.6499023438,17951.1796875,17607.357421875,17824.046875,19150.829589844,18807.007324219,19023.696777344,343.822265625,343.822265625,false,0.0,7844.95625,7329.2228515625,15227.913085938
73,0x003B2E98,ARM_LEFT_CANDIDATE,14371.81640625,0.0,14371.81640625,0.0,0.0,14371.81640625,0.0,0.0,14371.81640625,14371.81640625,false,0.0,14371.81640625,-7185.908203125,-1437.181640625
74,0x003B368C,ARM_LEFT_CANDIDATE,14366.345703125,0.0,14366.345703125,0.0,0.0,14366.345703125,0.0,0.0,14366.345703125,14366.345703125,false,0.0,14366.345703125,-7183.1728515625,-1436.6345703125
75,0x001EF170,MANUAL_AIM_CANDIDATE,14257.834375,17822.29296875,0.0,0.0,0.0,-17822.29296875,-17822.29296875,-17822.29296875,0.0,0.0,false,0.0,7128.9171875,7128.9171875,14257.834375
76,0x0007A188,MANUAL_AIM_CANDIDATE,14161.160449219,0.0,15649.114257813,17588.2265625,17484.89453125,15649.114257813,17588.2265625,17484.89453125,1939.1123046875,1939.1123046875,false,0.0,5106.5115234375,8015.1799804687,14161.160449219
77,0x0007A1B4,MANUAL_AIM_CANDIDATE,14142.45,0.0,15672.326171875,17571.630859375,17466.845703125,15672.326171875,17571.630859375,17466.845703125,1899.3046875,1899.3046875,false,0.0,5139.826171875,7988.783203125,14142.45
78,0x001F1930,MANUAL_AIM_CANDIDATE,14110.348242187,0.0,17308.8671875,17607.337890625,17601.96875,17308.8671875,17607.337890625,17601.96875,298.470703125,298.470703125,false,0.0,6745.0013671875,7192.707421875,14110.348242187
79,0x001EEF94,ARM_RIGHT_CANDIDATE,14079.35390625,15643.7265625,15643.7265625,0.0,0.0,0.0,-15643.7265625,-15643.7265625,15643.7265625,15643.7265625,false,0.0,-9386.2359375,14079.35390625,14079.35390625
80,0x0007994C,ARM_LEFT_CANDIDATE,13996.09296875,8918.0556640625,-7145.123046875,5187.544921875,6899.751953125,-16063.178710938,-3730.5107421875,-2018.3037109375,12332.66796875,12332.66796875,false,0.0,13996.09296875,-4502.908984375,38.934765625
81,0x003B2ED8,ARM_LEFT_CANDIDATE,13939.38678478,0.45561993122101,13939.913085938,0.59308439493179,0.43612998723984,13939.457466006,0.13746446371078,-0.019489943981171,13939.320001543,13939.320001543,false,0.0,13939.38678478,-6969.5932175338,-1393.940003103
82,0x003B2D08,MANUAL_AIM_CANDIDATE,13521.6578125,16902.072265625,0.0,0.0,0.0,-16902.072265625,-16902.072265625,-16902.072265625,0.0,0.0,false,0.0,6760.82890625,6760.82890625,13521.6578125
83,0x00081620,ARM_HORIZONTAL_CANDIDATE,13019.696533203,-753.96899414063,3970.607421875,-3519.0090332031,-1738.7978515625,4724.5764160156,-2765.0400390625,-984.82885742188,7489.6164550781,1959.5363769531,true,13019.696533203,3243.5735107422,304.2689453125,235.86721191406
84,0x002E31F0,MANUAL_AIM_CANDIDATE,11196.440429688,0.0,0.0,0.0,11196.440429688,0.0,0.0,11196.440429688,0.0,0.0,false,0.0,-1119.6440429688,-1119.6440429688,11196.440429688
85,0x003B2BDC,MANUAL_AIM_CANDIDATE,11051.1875,-1467.6574707031,9506.078125,14506.548828125,12278.32421875,10973.735595703,15974.206298828,13745.981689453,5000.470703125,5000.470703125,false,0.0,1612.0342773437,9112.7403320312,11051.1875
86,0x003B2BD4,MANUAL_AIM_CANDIDATE,11005.204589844,-1454.54296875,9486.078125,14681.461914063,12258.32421875,10940.62109375,16136.004882813,13712.8671875,5195.3837890625,5195.3837890625,false,0.0,1501.3319335937,9294.4076171875,11005.204589844
87,0x003B32D0,ARM_RIGHT_CANDIDATE,10826.21875,20227.640625,1638.552734375,0.0,19158.861328125,-18589.087890625,-20227.640625,-1068.779296875,1638.552734375,1638.552734375,false,0.0,8368.3896484375,10826.21875,-2812.8935546875
88,0x003B34A0,ARM_LEFT_CANDIDATE,10803.78252867,0.057354051619768,10809.315429688,11.0,0.099593967199326,10809.258075636,10.94264594838,0.042239915579557,10798.315429688,10798.315429688,false,0.0,10803.78252867,-5393.6906158611,-1081.9778322428
89,0x0005D7BC,MANUAL_AIM_CANDIDATE,10651.924682617,18280.658203125,4398.3583984375,3441.5749511719,4756.5952148438,-13882.299804688,-14839.083251953,-13524.062988281,956.78344726563,956.78344726563,false,0.0,5110.3518798828,6545.5270507813,10651.924682617
90,0x003B3494,ARM_LEFT_CANDIDATE,10483.250594483,119.0,10881.719726563,654.15826416016,0.1000000089407,10762.719726563,535.15826416016,-118.89999999106,10227.561462402,10227.561462402,false,0.0,10483.250594483,-4858.0915991202,-1010.8877990812
91,0x0005D79C,MANUAL_AIM_CANDIDATE,10318.412744141,17056.154296875,1436.8930664063,3888.0,3859.0,-15619.261230469,-13168.154296875,-13197.154296875,2451.1069335938,2451.1069335938,false,0.0,7715.4686523438,4038.8082519531,10318.412744141
92,0x003B30A8,ARM_LEFT_CANDIDATE,9797.7587890625,0.0,9797.7587890625,0.0,0.0,9797.7587890625,0.0,0.0,9797.7587890625,9797.7587890625,false,0.0,9797.7587890625,-4898.8793945313,-979.77587890625
93,0x003B30A4,ARM_LEFT_CANDIDATE,9797.7578125,0.0,-9797.7578125,0.0,0.0,-9797.7578125,0.0,0.0,9797.7578125,9797.7578125,false,0.0,9797.7578125,-4898.87890625,-979.77578125
94,0x003B30B0,ARM_LEFT_CANDIDATE,9797.755859375,0.0,9797.755859375,0.0,0.0,9797.755859375,0.0,0.0,9797.755859375,9797.755859375,false,0.0,9797.755859375,-4898.8779296875,-979.7755859375
95,0x002E3440,MANUAL_AIM_CANDIDATE,9667.22265625,0.0,0.0,0.0,-9667.22265625,0.0,0.0,-9667.22265625,0.0,0.0,false,0.0,-966.722265625,-966.722265625,9667.22265625
96,0x001A0184,MANUAL_AIM_CANDIDATE,9369.603125,0.0,-11712.00390625,-11712.00390625,-11712.00390625,-11712.00390625,-11712.00390625,-11712.00390625,0.0,0.0,false,0.0,4684.8015625,4684.8015625,9369.603125
97,0x002E2EBC,MANUAL_AIM_CANDIDATE,9334.8466796875,0.0,0.0,0.0,-9334.8466796875,0.0,0.0,-9334.8466796875,0.0,0.0,false,0.0,-933.48466796875,-933.48466796875,9334.8466796875
98,0x000FA0B8,MANUAL_AIM_CANDIDATE,8906.503125,-11133.12890625,0.0,0.0,0.0,11133.12890625,11133.12890625,11133.12890625,0.0,0.0,false,0.0,4453.2515625,4453.2515625,8906.503125
99,0x000FA138,MANUAL_AIM_CANDIDATE,8906.503125,-11133.12890625,0.0,0.0,0.0,11133.12890625,11133.12890625,11133.12890625,0.0,0.0,false,0.0,4453.2515625,4453.2515625,8906.503125
100,0x003B34B8,ARM_LEFT_CANDIDATE,8895.4255859375,17659.6484375,-68.7392578125,0.0,17628.26953125,-17728.387695313,-17659.6484375,-31.37890625,68.7392578125,68.7392578125,false,0.0,8895.4255859375,8792.3166992188,-3507.4247070313
101,0x003B2BC4,MANUAL_AIM_CANDIDATE,8510.5299804687,-1446.6701660156,10212.29296875,10332.135742188,9407.63671875,11658.963134766,11778.805908203,10854.306884766,119.8427734375,119.8427734375,false,0.0,4684.1294921875,4863.8936523437,8510.5299804687
102,0x003B2D28,MANUAL_AIM_CANDIDATE,8510.5299804687,-1446.6701660156,10212.29296875,10332.135742188,9407.63671875,11658.963134766,11778.805908203,10854.306884766,119.8427734375,119.8427734375,false,0.0,4684.1294921875,4863.8936523437,8510.5299804687
103,0x003B32D4,ARM_RIGHT_CANDIDATE,8385.4154296875,16872.072265625,16.0,0.0,17458.279296875,-16856.072265625,-16872.072265625,586.20703125,16.0,16.0,false,0.0,8361.4154296875,8385.4154296875,-2786.607421875
104,0x003B30AC,ARM_HORIZONTAL_CANDIDATE,8276.251953125,16747.990234375,9794.287109375,17188.83984375,17210.240234375,-6953.703125,440.849609375,462.25,7394.552734375,6512.853515625,true,8276.251953125,6687.0533203125,-3082.226953125,-277.2052734375
105,0x00286548,ARM_HORIZONTAL_CANDIDATE,8267.761911224,-345.52868652344,-0.00017998262774199,-7576.705078125,-0.70604085922241,345.52850654081,-7231.1763916016,344.82264566422,7576.7048981424,6885.6478850608,true,8267.761911224,-3304.5419538264,7023.9298737647,-412.84784415002
106,0x001A0C7C,MANUAL_AIM_CANDIDATE,8192.1513671875,0.0,0.0,0.0,-8192.1513671875,0.0,0.0,-8192.1513671875,0.0,0.0,false,0.0,-819.21513671875,-819.21513671875,8192.1513671875
107,0x00286544,ARM_HORIZONTAL_CANDIDATE,8139.7974638545,-345.52868652344,-4.7855792217888e-05,-7448.740234375,-0.11950555443764,345.52863866765,-7103.2115478516,345.409180969,7448.7401865192,6757.6829091839,true,8139.7974638545,-3240.618053355,6895.9063104208,-399.46483768292
108,0x000D3318,MANUAL_AIM_CANDIDATE,8035.1625,201976.421875,188253.8125,189171.28125,191288.484375,-13722.609375,-12805.140625,-10687.9375,917.46875,917.46875,false,0.0,6251.2453125,4875.0421875,8035.1625
109,0x003B2BC0,MANUAL_AIM_CANDIDATE,7870.65703125,7948.1259765625,17950.6953125,17980.65625,17822.29296875,10002.569335938,10032.530273438,9874.1669921875,29.9609375,29.9609375,false,0.0,3998.8875,4043.82890625,7870.65703125
110,0x003B2D58,MANUAL_AIM_CANDIDATE,7794.31484375,12249.514648438,30.0,1813.33984375,2189.630859375,-12219.514648438,-10436.174804688,-10059.883789063,1783.33984375,1783.33984375,false,0.0,5995.4388671875,3320.4291015625,7794.31484375
111,0x00286540,ARM_HORIZONTAL_CANDIDATE,7755.7917100099,-345.52868652344,-1.2678978237091e-05,-7064.734375,-0.17650634050369,345.52867384446,-6719.2056884766,345.35218018293,7064.734362321,6373.6770146321,true,7755.7917100099,-3048.6093884121,6511.906133536,-361.12125604917
112,0x003B2B7C,ARM_LEFT_CANDIDATE,7750.557421875,17982.056640625,9486.078125,17635.9609375,12258.32421875,-8495.978515625,-346.095703125,-5723.732421875,8149.8828125,8149.8828125,false,0.0,7750.557421875,-4474.266796875,4839.525
113,0x003B2BC8,MANUAL_AIM_CANDIDATE,7748.0875,8113.03515625,17980.609375,18917.125,17928.2890625,9867.57421875,10804.08984375,9815.25390625,936.515625,936.515625,false,0.0,3484.00390625,4888.77734375,7748.0875
114,0x0007B9FC,ARM_RIGHT_CANDIDATE,7637.4548339844,10456.258789063,9552.4296875,2366.8894042969,10456.258789063,-903.8291015625,-8089.3693847656,0.0,7185.5402832031,7185.5402832031,false,0.0,-3140.8555908203,7637.4548339844,-899.31984863281
115,0x001EF178,MANUAL_AIM_CANDIDATE,7526.109375,9407.63671875,0.0,0.0,0.0,-9407.63671875,-9407.63671875,-9407.63671875,0.0,0.0,false,0.0,3763.0546875,3763.0546875,7526.109375
116,0x002346D0,MANUAL_AIM_CANDIDATE,7417.4423828125,17918.67578125,17955.087890625,13891.2109375,10094.845703125,36.412109375,-4027.46484375,-7823.830078125,4063.876953125,3991.052734375,true,4136.701171875,-2759.7033203125,3226.87578125,7417.4423828125
